mean,prediction
-1.2736850862893334e-07,happy
2.4668375431247114e-07,fearful
-7.703569053774117e-07,calm
-4.855261863667693e-07,calm
-1.67422822272556e-08,angry
4.831949951267234e-08,sad
1.3330247838894138e-07,happy
1.778072800107111e-07,surprised
-6.97453799602954e-07,sad
3.520117957123148e-07,surprised
1.0490417423625331e-07,neutral
-9.487999932389357e-07,disgust
1.455942850725478e-07,sad
2.261267724179561e-07,neutral
6.521012778648583e-07,happy
-1.8755595476704912e-07,disgust
-1.0602739166643005e-06,neutral
-7.595910119562177e-06,angry
1.7823113296344673e-07,happy
3.920661129086511e-08,happy
3.286997412033088e-07,surprised
-1.9009908669431752e-07,sad
-4.581875145959202e-07,happy
3.655751470432733e-07,surprised
1.9115871907615656e-07,sad
-4.1707357922859956e-07,happy
2.337561681997613e-07,fearful
-6.249745752029412e-07,disgust
4.853142741012562e-07,surprised
-5.056593295194034e-07,sad
-4.2957728396686434e-07,calm
-9.017520596898976e-07,calm
1.2058681875259936e-07,sad
5.07566653595859e-07,angry
1.2927585224531413e-08,surprised
2.608828992833878e-07,disgust
-7.968478854536443e-08,calm
-7.947286206899662e-08,angry
-5.825890525557043e-07,fearful
-4.4294993131188676e-06,disgust
-5.692376134902588e-07,fearful
-1.1592440785079816e-07,sad
-3.1810336054149957e-07,fearful
2.1298725982887845e-07,surprised
-1.0002983685808431e-07,calm
1.2764188795699738e-05,angry
-2.3206075638881885e-07,calm
-5.791982289338193e-07,fearful
-6.51465541068319e-07,disgust
-3.649393818250246e-07,happy
-2.8822157105423685e-07,fearful
1.3523101642931579e-06,disgust
5.226135044722469e-07,surprised
7.534027304245683e-07,angry
2.988815367643838e-06,angry
-2.6399825401313137e-06,sad
-1.9293891000415897e-06,happy
-3.4211477668577572e-06,neutral
-4.543219620245509e-05,surprised
-2.0559098174999235e-06,calm
1.2919108485220931e-06,neutral
5.567126663663657e-06,disgust
-5.275726380205015e-06,happy
3.939310772693716e-06,angry
5.991045691189356e-05,happy
-2.127329571521841e-05,disgust
-4.2877195483015385e-06,calm
-8.911768418329302e-06,angry
-1.0612911864882335e-05,surprised
1.4135148376226425e-05,surprised
-3.1199986096908106e-06,calm
1.769214213709347e-05,angry
0.00011914189963135868,sad
4.124916813452728e-05,fearful
-2.015431618929142e-06,happy
5.465825324790785e-06,surprised
-3.084606532866019e-06,calm
0.0002190965024055913,surprised
3.702163667185232e-06,angry
-7.355075649684295e-05,sad
-2.895779061873327e-06,disgust
9.795930964173749e-06,disgust
-1.4856126426820992e-06,happy
-3.632439415923727e-07,neutral
-2.534654299779504e-07,calm
-0.00044652007636614144,fearful
-0.00023081630934029818,fearful
5.082194184069522e-05,surprised
3.768073213450407e-07,sad
2.3574827991978964e-06,angry
-0.000279574713204056,fearful
-7.40216564736329e-05,fearful
-5.7178072893293574e-05,fearful
8.815002365736291e-05,surprised
-1.3669331622168102e-07,happy
-1.009941115626134e-05,disgust
5.199856332183117e-06,sad
-3.22553842124762e-06,calm
-1.2507967994679348e-06,neutral
-3.9047452446538955e-05,happy
-2.3121303911466384e-06,angry
-2.7453104394226102e-06,sad
-7.046593282211688e-07,calm
-2.0165762180113234e-05,disgust
2.8591155114554567e-06,angry
5.837122444063425e-06,sad
-0.00023414590395987034,fearful
5.109702397021465e-05,angry
9.06047789612785e-05,surprised
7.423400802508695e-06,disgust
4.157596322329482e-06,disgust
3.058687798329629e-05,happy
2.7665879315463826e-05,fearful
-2.5166405066556763e-06,calm
1.298904408031376e-05,sad
6.228552820175537e-07,fearful
1.7405616290488979e-06,disgust
-1.6212463549436507e-07,sad
-6.781684191992099e-07,surprised
1.4049530363990925e-05,fearful
-2.774132497052051e-07,neutral
7.163153554756718e-07,happy
-2.4649302758916747e-06,calm
-1.5958150356709666e-07,angry
-9.8864234132634e-07,surprised
-3.7278070408319763e-07,disgust
-1.6699897287253407e-06,calm
1.0539160939515568e-06,disgust
-2.445220843583229e-06,calm
3.814697180359872e-08,sad
-1.96605265045946e-06,neutral
2.7622647849057103e-06,angry
4.4144525190858985e-07,happy
-7.485283504138351e-07,surprised
3.1000772651168518e-06,fearful
-4.40173693050383e-07,disgust
-1.2435913276931387e-06,sad
-3.783120064326795e-06,disgust
-1.492394289925869e-06,calm
-8.731418006391323e-07,happy
4.6602883685409324e-07,angry
2.1404689576343117e-08,angry
-8.544922138753464e-07,fearful
-1.0672674761735834e-06,surprised
-6.453196306210884e-07,surprised
-2.827114542469644e-07,disgust
-1.4748043213330675e-06,surprised
-5.870395511919924e-07,sad
-1.7441644217797148e-07,angry
1.4898512290528743e-07,fearful
-3.931257595013449e-07,happy
-1.365449747936509e-06,surprised
-9.8864234132634e-07,neutral
-1.0865529702641652e-06,fearful
3.944397121813381e-06,angry
-4.473792216685979e-07,disgust
-2.5600857611607353e-07,happy
8.240805982495658e-06,angry
-2.9440984690154437e-06,calm
-9.331173487225897e-07,sad
-4.156324393989053e-06,happy
-5.633036153085413e-07,surprised
-1.4623006450165121e-07,sad
-7.6336328902471e-07,disgust
-7.879469308136322e-07,fearful
-2.3674435851717135e-06,calm
-1.7342038063361542e-06,calm
2.691480815997238e-08,fearful
7.120768259483157e-07,happy
-2.552032583480468e-06,calm
2.4390749331359984e-06,sad
-8.373260698135709e-07,happy
-1.6252729437837843e-06,sad
-1.9870333289873088e-06,neutral
-2.2421943413064582e-07,angry
-2.2665660708298674e-06,disgust
-1.3975991350889672e-05,surprised
4.769219231093302e-06,fearful
2.6469760996405967e-06,happy
-1.1572095900191925e-05,calm
6.9283378252293915e-06,fearful
-9.774441423360258e-05,surprised
-4.20570358983241e-06,neutral
1.7628140085435007e-06,neutral
6.734042835887522e-05,fearful
1.234012142958818e-05,disgust
2.000808763114037e-06,fearful
-3.6025576264364645e-06,disgust
-5.566914751398144e-06,happy
9.340497854282148e-06,angry
-3.7581125980068464e-06,calm
6.376690180331934e-06,angry
-1.1496013939904515e-05,happy
-8.02040085545741e-06,calm
9.790208423510194e-05,disgust
-1.2395646990626119e-05,surprised
-1.4766481399419717e-05,surprised
1.5716552752564894e-06,calm
6.90682718413882e-05,fearful
2.454969717291533e-06,surprised
1.0044733244285453e-05,happy
-3.867679083668918e-07,fearful
-6.863488124508876e-06,surprised
-1.4483133554676897e-06,calm
-8.574379535275511e-06,disgust
-2.5017419829964638e-05,angry
-9.240044391845004e-07,disgust
-5.31425466760993e-05,angry
1.4599693713535089e-05,happy
-1.2306637700021383e-06,sad
-1.0285695680067874e-05,angry
-1.2235005669936072e-05,angry
-1.3328975910553709e-05,surprised
1.3931274224887602e-05,fearful
-3.071043238378479e-06,sad
-1.0420904800412245e-05,surprised
-1.4302571798907593e-05,disgust
1.0057661711471155e-05,angry
2.2008471205481328e-05,happy
9.22811304917559e-05,sad
5.196698475629091e-05,sad
1.0982089406752493e-06,sad
-1.907348590179936e-08,neutral
-3.322389375171042e-06,calm
7.152557373046875e-07,sad
3.465059126028791e-05,happy
8.626937415101565e-06,disgust
3.8985144783509895e-05,happy
1.2941995919391047e-05,angry
1.031451802191441e-06,calm
-1.6650728866807185e-05,fearful
-3.7807888020324754e-06,sad
-5.73476143017615e-07,sad
-6.5138074205606245e-06,calm
3.1909942208585562e-06,neutral
-3.4099156209776993e-07,disgust
3.8803949564680806e-07,sad
1.2312995067986776e-07,surprised
7.671780366536041e-08,happy
-2.3163688922522851e-07,neutral
-1.3188256389184971e-06,calm
-1.752641480834427e-07,neutral
-1.8692016112709098e-07,fearful
-7.6336328902471e-07,angry
-1.3499790441073856e-07,fearful
4.0711296378503903e-07,surprised
-6.353590151775279e-07,calm
-3.31454799606945e-07,angry
-3.534952668360347e-07,calm
-6.949106818865403e-07,disgust
-3.744761158941401e-07,disgust
-3.21706124850607e-07,angry
-2.0239087916706922e-07,fearful
-9.87582708944501e-08,disgust
-1.9866095044562826e-06,calm
2.189212437997412e-07,disgust
-3.4332276754867053e-07,fearful
2.890692769597081e-07,surprised
2.57703987927016e-07,surprised
1.600477389729349e-06,angry
-2.1235148039977503e-07,angry
-1.031027863973577e-06,calm
9.941525149770314e-07,sad
-4.134707864977827e-07,sad
-2.543131571997037e-08,happy
-1.4769236713618739e-06,calm
-4.429287514540192e-08,surprised
-6.56975629453882e-09,sad
2.7974445870881937e-08,neutral
-1.3773176306131063e-06,disgust
6.052653134247521e-06,happy
5.8703953698113764e-08,surprised
7.777743604719944e-08,sad
-1.5725029811619606e-07,happy
-4.7344630615953065e-07,disgust
-4.854668441112153e-05,fearful
-2.2252400810884865e-08,angry
-8.697509770172474e-07,disgust
1.2016296579986374e-07,happy
-1.144409225162235e-06,calm
-3.312428873414319e-07,surprised
-7.05719003235572e-08,sad
-4.280937915268623e-08,happy
-7.33057675006421e-07,neutral
9.564294032315956e-07,fearful
1.0426839480714989e-07,surprised
2.65545310185189e-07,happy
4.662407704358884e-08,calm
-2.5452507657064416e-07,sad
-4.430982698977459e-06,angry
1.5004475528712646e-07,sad
-2.303759174537845e-05,angry
-2.38630519788785e-07,happy
-3.43371502822265e-05,fearful
-9.634018169890624e-06,fearful
1.8077426489071513e-07,disgust
1.653035468507369e-07,fearful
-2.6702881683604573e-08,angry
6.224314574865275e-07,happy
-1.3395945188676706e-06,fearful
4.863527010456892e-06,angry
-3.333833547003451e-06,sad
2.857844037862378e-06,disgust
4.950629204358847e-07,fearful
7.163153554756718e-07,happy
1.2270609772713215e-07,surprised
-1.873440282906813e-07,sad
3.2954744710878003e-07,calm
-2.969105992178811e-07,disgust
5.764431421084737e-07,calm
2.829233665124775e-07,surprised
1.7070769899873994e-06,angry
2.2082858208705147e-07,calm
1.0511610071262112e-07,calm
9.897020447624527e-08,calm
-4.238552619995062e-09,disgust
-7.4174671738092e-08,sad
-4.217359617086913e-08,disgust
4.0329825878870906e-07,disgust
-1.2081993645551847e-06,sad
-4.054811142850667e-06,sad
-1.44237947097281e-06,sad
6.345112979033729e-06,angry
2.212524350397871e-07,surprised
-3.0873616196913645e-06,angry
7.565816417809401e-08,happy
8.237626616391935e-07,fearful
2.507103715743142e-07,angry
1.5095604339876445e-06,neutral
-2.1697151169064455e-06,disgust
1.1808607496277546e-06,neutral
-3.6811829318139644e-07,surprised
2.2739834548701765e-07,happy
7.303025881810754e-07,neutral
1.5920003306746366e-06,neutral
-3.072950605087499e-08,surprised
1.2840695262639201e-06,fearful
1.0030533985627699e-06,happy
-6.56975629453882e-09,surprised
5.491044703376247e-07,surprised
7.94516665791889e-07,fearful
6.938510637155559e-07,calm
5.614280598820187e-05,angry
1.1053509297198616e-05,angry
1.8653869346962892e-06,calm
6.260341933739255e-07,calm
7.362365863627929e-07,fearful
2.469380660841125e-06,sad
1.8861558714888815e-07,happy
6.946987696210272e-07,sad
7.803175208209723e-07,fearful
-2.532535177124373e-07,surprised
1.432630796216472e-07,happy
-5.283355903884512e-07,disgust
1.4133453305475996e-06,happy
-8.703867706572055e-07,calm
-8.201599399626502e-08,surprised
-1.0460747716933838e-06,calm
-3.253089175814239e-07,fearful
-5.014207431486284e-07,calm
-2.4202134341066994e-07,sad
-3.458658852650842e-07,neutral
-3.259446827996726e-07,disgust
-2.415974975633617e-08,angry
-4.361470473668305e-07,sad
-5.900064934394322e-07,sad
1.1266072306170827e-06,disgust
-6.489223665084864e-07,sad
-1.801384854616117e-07,surprised
3.4205118026875425e-07,disgust
-1.8098619136708294e-07,surprised
2.138349799452044e-07,happy
-1.2991164055620175e-07,sad
-6.650288923992775e-07,neutral
-2.511342245270498e-07,angry
-1.016192982206121e-06,calm
-6.391737201738579e-07,angry
2.2252400810884865e-08,happy
-6.711748028465081e-07,calm
-1.4750162335985806e-07,surprised
-2.38630519788785e-07,surprised
-1.43475006098015e-07,surprised
-9.72747784544481e-08,happy
-7.319979999920179e-07,sad
-6.118350484030088e-07,sad
-6.855858600829379e-07,calm
1.0193718935624929e-07,happy
-4.584842372423736e-06,disgust
2.528084678488085e-06,angry
-5.404154634902625e-08,happy
-3.113216848760203e-07,surprised
3.793504532723091e-08,disgust
-1.5894572769070692e-08,angry
4.217359617086913e-08,sad
3.2742818234510196e-07,surprised
-4.3445163555588806e-07,neutral
-1.3902452167258161e-07,fearful
3.912184070031799e-07,fearful
4.308488712467806e-07,fearful
1.0806189720824477e-06,disgust
-2.776251903924276e-07,disgust
1.771715005816077e-07,fearful
-3.5370720752325724e-07,happy
8.369021884391259e-07,angry
1.5110440187982022e-07,angry
-4.895528249448944e-08,disgust
-6.39809513813816e-07,happy
-5.429585598903941e-07,calm
-1.1698404733806456e-07,happy
-1.9052293964705314e-07,fearful
-1.008775498689829e-07,fearful
4.0122135942510795e-06,angry
-7.370842922682641e-07,calm
-6.67572024326546e-08,fearful
-6.478627483375021e-07,neutral
-5.313025326358911e-07,calm
6.932152700755978e-07,disgust
-1.7335679558527772e-07,angry
1.7674763341801736e-07,surprised
2.8822157105423685e-08,happy
2.0228492303431267e-06,sad
1.8670823465072317e-07,angry
-7.18434662871914e-08,disgust
2.504984593088011e-07,fearful
5.533430567083997e-07,angry
2.3969013795976934e-07,surprised
1.4559427654603496e-06,sad
6.018744613811577e-08,happy
7.972717526172346e-07,calm
3.6599899999600893e-07,angry
5.507998821485671e-07,calm
6.306966042757267e-07,sad
-1.1295742297079414e-06,sad
1.3205210507294396e-06,disgust
1.011742483569833e-06,neutral
3.793504532723091e-08,angry
-1.1503431096571148e-06,calm
9.240044818170645e-08,angry
1.104778675653506e-06,disgust
1.0592142416498973e-06,neutral
-1.850128228397807e-07,fearful
1.1062621751989354e-06,calm
9.138319114754268e-07,sad
-1.506805489270846e-07,calm
1.3563368383984198e-07,surprised
6.084442247811239e-07,disgust
3.8295323179227125e-07,fearful
3.212822718978714e-07,happy
1.6636317923257593e-07,angry
3.672705872759252e-07,happy
1.7081366365800932e-07,fearful
1.1374155519661144e-06,neutral
3.070831269269547e-07,disgust
-1.89887146007095e-07,happy
3.2700432939236634e-07,sad
6.357828929992593e-09,fearful
3.5222370797782787e-07,surprised
3.1492444918512774e-07,fearful
2.797444551561057e-07,disgust
-1.7801919938165156e-08,happy
2.11291848017936e-07,fearful
4.524654855231347e-07,calm
-8.477105128967821e-10,angry
4.7005548253764573e-07,sad
3.3018324074873817e-07,disgust
8.977254424280545e-07,sad
5.806817071629666e-08,neutral
1.1232164531804756e-08,happy
4.425048700795742e-07,surprised
4.3741860622503737e-07,surprised
2.4138557819242124e-07,fearful
-1.1995103932349593e-07,happy
1.7611185398891394e-07,surprised
2.299414745721151e-06,calm
1.8204582374892198e-07,surprised
7.601843776683381e-07,fearful
5.92973492530291e-07,neutral
1.907348590179936e-08,happy
7.159974757087184e-06,angry
-8.627573606645456e-07,disgust
1.9921197136341107e-08,neutral
-1.120249407904339e-06,happy
-4.978180072612304e-07,sad
-7.868025022617076e-06,surprised
-2.579159286142385e-07,disgust
4.3593513510131743e-07,neutral
-8.428361866208434e-07,calm
-1.1232164531804756e-08,surprised
4.7726103957757e-07,disgust
-6.626976869483769e-07,sad
-3.936555458494695e-06,calm
6.351471029120148e-07,disgust
4.386901863995263e-08,angry
1.608530624253035e-07,surprised
-1.2312995067986776e-07,calm
2.7635363153422077e-07,happy
-1.1073218502133386e-06,calm
4.4886272121402726e-07,fearful
-2.1764967073067965e-07,fearful
-7.502237764356323e-08,neutral
-7.563696726720082e-07,sad
-2.5812785224843537e-06,disgust
-2.5168524189211894e-06,calm
-3.1280518442144967e-07,sad
-2.7190313289793266e-07,disgust
-1.081042796613474e-06,disgust
1.7342038063361542e-06,disgust
-4.422929578140611e-07,fearful
2.189212437997412e-07,surprised
-5.764431421084737e-08,surprised
-2.2570291946522048e-07,angry
1.7399257501438115e-07,happy
-1.2715658215256553e-07,fearful
-1.5852187118525762e-07,sad
-4.246182015776867e-06,angry
-1.4739566722710151e-06,calm
-4.915237241220893e-06,fearful
-1.311831994144086e-07,happy
-9.006924273080585e-08,sad
9.668137863627635e-07,fearful
1.6254848844710068e-07,surprised
-1.6100141237984644e-06,sad
-2.865261592432944e-07,surprised
7.122887382138288e-07,happy
-2.1650525923178066e-06,calm
-4.694196888976876e-07,calm
-1.555548720943989e-07,surprised
6.097157552176213e-07,fearful
-2.068074536509812e-05,angry
-1.5227000176309957e-06,sad
4.217359617086913e-08,angry
2.0832486313793197e-07,happy
1.4523400295729516e-06,angry
-5.380842367230798e-07,angry
-1.4728969688349025e-07,happy
